InvoiceNo,InvoiceDate,CustomerID,Quantity,price_total,StockCode
547227,2011-03-21,12748,210,147.6,4
547233,2011-03-21,17152,206,315.9,8
547240,2011-03-21,17585,82,103.72,42
547243,2011-03-21,17231,161,246.92,58
547244,2011-03-21,16427,72,131.26,5
547245,2011-03-22,14632,96,114.56,8
547246,2011-03-22,16191,276,596.4,10
547247,2011-03-22,18225,310,440.289999999999,24
547251,2011-03-22,17865,332,398.22,20
547252,2011-03-22,13900,154,357.58,16
547253,2011-03-22,13869,311,687.15,68
547273,2011-03-22,14530,148,448.65,30
547324,2011-03-22,13014,108,317.8,8
547327,2011-03-22,12681,201,523.98,31
547334,2011-03-22,15044,70,346.7,12
547340,2011-03-22,14875,100,362.0,5
547349,2011-03-22,15132,259,313.77,19
547350,2011-03-22,17272,664,657.68,41
547357,2011-03-22,17613,441,493.11,33
547358,2011-03-22,15998,643,918.83,155
547359,2011-03-22,15719,225,326.8,68
547360,2011-03-22,16135,209,517.55,21
547361,2011-03-22,15298,168,365.36,18
547362,2011-03-22,13694,4686,3221.88,39
547365,2011-03-22,12775,170,235.71,12
547366,2011-03-22,12831,135,215.05,9
547367,2011-03-22,15437,79,200.16,45
547370,2011-03-22,14711,90,200.519999999999,29
547371,2011-03-22,14377,124,314.6,4
547372,2011-03-22,16374,52,156.3,27
547373,2011-03-22,13798,350,450.5,4
547374,2011-03-22,16110,143,284.23,85
547375,2011-03-22,13196,320,512.13,34
547377,2011-03-22,13050,273,401.35,22
547378,2011-03-22,14051,162,905.1,10
547379,2011-03-22,12720,490,498.32,29
547380,2011-03-22,16809,166,214.28,46
547381,2011-03-22,18041,223,201.39,24
547382,2011-03-22,15457,132,237.07,58
547383,2011-03-22,12613,485,803.66,45
547384,2011-03-22,12613,1,18.0,1
547387,2011-03-22,12539,335,1085.99,44
547389,2011-03-22,16721,172,292.47,37
547390,2011-03-22,12352,64,160.33,8
547391,2011-03-22,14735,24,70.8,1
547401,2011-03-22,17576,112,198.02,27
547405,2011-03-23,17705,76,114.0,8
547406,2011-03-23,16948,150,170.94,5
547407,2011-03-23,15658,2,21.25,2
547412,2011-03-23,12399,364,288.05,20
547413,2011-03-23,13475,404,589.4,32
547414,2011-03-23,17733,87,216.95,12
547415,2011-03-23,17102,2,25.5,1
547416,2011-03-23,15410,104,382.6,10
547417,2011-03-23,13239,363,329.56,22
547418,2011-03-23,13148,173,369.09,29
547419,2011-03-23,15061,1135,1649.58,15
547420,2011-03-23,15449,248,345.92,23
547428,2011-03-23,14870,119,327.25,13
547444,2011-03-23,12811,125,247.6,16
547485,2011-03-23,17019,191,366.02,68
547486,2011-03-23,13576,192,330.24,7
547488,2011-03-23,13821,110,270.15,42
547489,2011-03-23,17830,17,99.15,5
547490,2011-03-23,17507,137,265.02,43
547491,2011-03-23,17096,115,133.49,9
547492,2011-03-23,12604,137,178.5,10
547493,2011-03-23,12818,929,1542.08,14
547494,2011-03-23,18191,140,207.799999999999,7
547496,2011-03-23,18075,152,261.68,15
547497,2011-03-23,14461,277,776.23,64
547498,2011-03-23,15021,126,201.48,92
547500,2011-03-23,13408,414,524.819999999999,18
547501,2011-03-23,13408,12,59.4,1
547503,2011-03-23,13132,20,77.3,3
547504,2011-03-23,12683,721,877.88,35
547507,2011-03-23,16859,376,259.84,18
547508,2011-03-23,12683,242,378.0,8
547509,2011-03-23,15606,104,310.8,8
547510,2011-03-23,15245,826,1251.48,49
547511,2011-03-23,17411,126,285.58,16
547512,2011-03-23,17262,150,584.5,2
547513,2011-03-23,17519,295,313.45,16
547514,2011-03-23,17486,191,396.87,24
547515,2011-03-23,13267,144,330.52,14
547516,2011-03-23,15189,44,385.799999999999,2
547517,2011-03-23,12395,321,326.5,10
547518,2011-03-23,13694,800,1320.0,6
547519,2011-03-23,16308,1000,320.0,1
547520,2011-03-23,12564,133,456.9,21
547521,2011-03-23,16713,39,197.05,11
547535,2011-03-23,16250,100,163.3,10
547537,2011-03-23,13534,170,249.5,16
547538,2011-03-23,13534,144,264.8,16
547539,2011-03-23,16943,28,193.6,7
547541,2011-03-23,14607,300,495.0,3
547546,2011-03-23,13249,240,291.84,2
547548,2011-03-23,15644,163,202.22,55
547549,2011-03-23,14794,129,283.03,16
547550,2011-03-23,16839,144,335.72,6
547553,2011-03-23,15644,21,36.4,12
547554,2011-03-23,17858,8,79.6,1
547555,2011-03-23,14075,270,307.92,18
547556,2011-03-23,17250,70,162.65,23
547558,2011-03-23,17966,350,147.0,6
547561,2011-03-24,14129,164,358.9,16
547562,2011-03-24,16525,400,851.4,9
547563,2011-03-24,15651,238,227.32,16
547564,2011-03-24,17512,315,441.81,11
547565,2011-03-24,13035,212,333.0,12
547566,2011-03-24,12811,1,27.0,1
547567,2011-03-24,17644,253,442.47,26
547568,2011-03-24,13341,301,775.85,42
547569,2011-03-24,17491,361,556.939999999999,20
547570,2011-03-24,13636,85,137.35,8
547571,2011-03-24,16265,182,432.3,19
547572,2011-03-24,13512,143,251.21,15
547573,2011-03-24,12948,100,157.16,8
547576,2011-03-24,16620,48,95.7599999999999,5
547577,2011-03-24,13183,288,513.84,9
547578,2011-03-24,13089,303,485.89,29
547579,2011-03-24,13089,96,120.0,2
547580,2011-03-24,13488,259,713.949999999999,31
547583,2011-03-24,12901,444,562.319999999999,12
547623,2011-03-24,15641,430,543.22,31
547639,2011-03-24,17698,93,154.95,8
547644,2011-03-24,14267,140,418.18,15
547645,2011-03-24,12676,107,197.9,7
547647,2011-03-24,15144,190,232.9,14
547648,2011-03-24,15144,18,37.5,2
547649,2011-03-24,18118,192,368.92,56
547650,2011-03-24,17059,219,459.3,67
547651,2011-03-24,16904,224,433.29,114
547652,2011-03-24,14606,172,236.07,30
547653,2011-03-24,16745,590,515.9,22
547654,2011-03-24,14527,27,73.77,21
547655,2011-03-24,14267,140,418.18,15
547656,2011-03-24,13263,149,217.56,73
547657,2011-03-24,13871,186,401.3,17
547658,2011-03-24,13736,228,357.53,76
547659,2011-03-24,12434,77,286.25,16
547662,2011-03-24,14085,66,150.34,19
547663,2011-03-24,16022,261,628.28,76
547664,2011-03-24,13069,398,273.98,48
547665,2011-03-24,14256,112,445.2,21
547666,2011-03-24,14235,576,850.31,30
547667,2011-03-24,16700,440,483.3,30
547668,2011-03-24,14071,95,131.41,9
547669,2011-03-24,12748,126,163.46,28
547670,2011-03-24,16769,83,380.39,40
547671,2011-03-24,14560,41,62.3799999999999,3
547672,2011-03-24,17754,348,264.24,28
547674,2011-03-24,15835,88,187.2,11
547684,2011-03-24,12408,330,762.89,32
547685,2011-03-24,12408,26,74.7,4
547686,2011-03-24,15513,210,310.4,18
547687,2011-03-24,15078,222,356.3,19
547688,2011-03-24,12971,52,137.4,2
547689,2011-03-24,17757,55,166.75,25
547690,2011-03-24,16063,262,335.32,23
547691,2011-03-24,16767,228,364.84,12
547694,2011-03-24,15178,30,40.5,3
547695,2011-03-24,18239,122,176.38,10
547697,2011-03-24,14348,183,409.57,18
547698,2011-03-24,15304,4,51.0,1
547702,2011-03-24,14911,114,415.45,16
547703,2011-03-24,12540,512,1140.76,34
547705,2011-03-24,14056,164,229.49,29
547706,2011-03-24,12901,1108,2278.8,3
547707,2011-03-24,18008,300,585.0,1
547708,2011-03-24,17450,4168,11343.1999999999,13
547709,2011-03-24,18109,61,279.73,28
547712,2011-03-24,16905,80,380.98,35
547713,2011-03-25,16458,106,157.7,11
547714,2011-03-25,15815,252,427.0,10
547715,2011-03-25,12520,128,246.54,17
547716,2011-03-25,16833,134,344.41,13
547717,2011-03-25,16833,12,17.4,1
547718,2011-03-25,17450,24,57.5999999999999,1
547719,2011-03-25,14404,146,307.5,8
547720,2011-03-25,14209,84,420.6,19
547721,2011-03-25,13000,230,256.78,19
547722,2011-03-25,12553,264,357.909999999999,23
547724,2011-03-25,13468,34,102.699999999999,7
547726,2011-03-25,16029,216,465.84,3
547727,2011-03-25,16029,552,878.16,4
547728,2011-03-25,16029,96,146.88,2
547729,2011-03-25,15529,344,366.18,63
547730,2011-03-25,14796,220,349.51,51
547762,2011-03-25,13695,46,83.14,5
547772,2011-03-25,17979,81,231.77,58
547785,2011-03-25,13097,323,878.02,74
547786,2011-03-25,14587,106,180.06,50
547787,2011-03-25,13139,210,409.5,5
547789,2011-03-25,14911,533,750.37,43
547790,2011-03-25,12545,346,628.15,34
547792,2011-03-25,17979,2,9.9,1
547793,2011-03-25,14758,158,654.75,28
547794,2011-03-25,14085,220,207.21,27
547795,2011-03-25,14536,40,171.8,19
547796,2011-03-25,14646,731,1407.86,13
547799,2011-03-25,17139,502,708.66,21
547800,2011-03-25,14504,36,134.56,22
547801,2011-03-25,14107,418,554.18,28
547803,2011-03-25,13662,175,227.7,17
547804,2011-03-25,16817,8,6.8,1
547805,2011-03-25,13327,194,474.05,21
547809,2011-03-25,12748,168,185.1,39
547811,2011-03-25,17368,215,194.92,17
547812,2011-03-25,18102,1336,5513.32,4
547814,2011-03-25,13452,1,295.0,1
547815,2011-03-25,13520,227,490.78,13
547816,2011-03-25,12748,9,25.25,9
547817,2011-03-25,17946,9,17.5499999999999,3
547818,2011-03-25,12748,33,76.2,11
547819,2011-03-25,12748,42,94.19,13
547820,2011-03-25,13743,156,141.72,6
547821,2011-03-25,12621,484,960.0,5
547822,2011-03-25,12668,522,1444.8,49
547825,2011-03-25,12778,104,155.65,9
547826,2011-03-25,18078,100,197.94,21
547828,2011-03-25,16618,242,354.659999999999,9
547829,2011-03-25,16081,241,410.53,20
547832,2011-03-25,17511,2379,3962.06,22
547833,2011-03-25,16780,99,161.89,15
547834,2011-03-27,17937,252,633.6,7
547835,2011-03-27,15465,51,485.45,5
547837,2011-03-27,17243,119,266.55,14
547839,2011-03-27,12916,280,649.78,20
547840,2011-03-27,15133,206,324.7,7
547841,2011-03-27,16923,298,520.13,39
547842,2011-03-27,13875,168,343.03,12
547843,2011-03-27,18273,20,51.0,1
547844,2011-03-27,15045,38,388.9,4
547845,2011-03-27,16434,57,121.95,4
547846,2011-03-27,18071,103,194.05,11
547850,2011-03-27,14472,216,311.57,62
547860,2011-03-27,17625,382,549.68,95
547861,2011-03-27,16701,232,353.3,10
547862,2011-03-27,12841,121,190.5,21
547863,2011-03-27,12728,61,164.05,8
547864,2011-03-27,15716,101,115.26,20
547866,2011-03-27,14878,181,197.89,14
547867,2011-03-27,13357,322,609.95,90
547870,2011-03-27,13668,75,173.77,20
547871,2011-03-27,16931,158,277.43,51
547872,2011-03-27,16777,50,177.25,39
547873,2011-03-27,13240,74,218.34,23
547874,2011-03-27,14476,132,215.7,19
547875,2011-03-27,13408,350,612.38,13
547876,2011-03-27,16638,38,254.0,11
547877,2011-03-27,14573,41,165.829999999999,20
547878,2011-03-27,15939,170,131.3,3
547879,2011-03-27,12877,60,83.16,5
547880,2011-03-27,15426,106,251.56,34
547881,2011-03-27,13110,67,192.34,32
547882,2011-03-28,14911,745,539.0,39
547883,2011-03-28,14755,184,307.76,17
547884,2011-03-28,13481,471,665.28,43
547885,2011-03-28,17314,88,220.8,7
547886,2011-03-28,13652,178,329.44,20
547887,2011-03-28,16245,258,453.98,30
547888,2011-03-28,13368,315,588.0,28
547890,2011-03-28,17227,100,223.9,6
547891,2011-03-28,13266,401,302.219999999999,19
547892,2011-03-28,12669,848,1136.3,69
547893,2011-03-28,13552,23,191.25,5
547894,2011-03-28,13552,160,277.8,9
547895,2011-03-28,18118,42,113.14,24
547896,2011-03-28,17841,119,246.61,60
547897,2011-03-28,12792,217,400.539999999999,25
547898,2011-03-28,16523,108,374.7,14
547900,2011-03-28,13649,72,148.8,8
547902,2011-03-28,17765,44,121.25,19
547903,2011-03-28,15039,245,407.09,36
547906,2011-03-28,14410,129,215.07,70
547907,2011-03-28,15083,38,88.2,5
547909,2011-03-28,15033,117,179.73,34
547910,2011-03-28,14159,402,458.87,118
547911,2011-03-28,14127,36,137.6,9
547912,2011-03-28,18010,60,174.8,14
547914,2011-03-28,12594,163,297.5,13
547918,2011-03-28,15249,478,1001.82,60
547919,2011-03-28,13760,96,135.09,28
547920,2011-03-28,14730,87,116.41,24
547921,2011-03-28,14766,466,628.66,39
547922,2011-03-28,15624,54,183.9,10
547923,2011-03-28,14344,23,82.55,4
547924,2011-03-28,17749,257,369.01,22
547925,2011-03-28,12481,425,602.86,28
547926,2011-03-28,12481,268,229.48,10
547931,2011-03-28,12594,1,28.0,1
547934,2011-03-28,12474,157,257.2,17
547935,2011-03-28,15874,44,240.35,8
547936,2011-03-28,15874,23,56.05,12
547937,2011-03-28,15068,130,239.959999999999,39
547938,2011-03-28,13901,244,433.9,23
547939,2011-03-28,15611,10,127.5,1
547940,2011-03-28,16814,187,460.23,23
547941,2011-03-28,16692,151,1267.5,2
547942,2011-03-28,14538,30,106.5,3
547944,2011-03-28,12971,49,106.95,3
547945,2011-03-28,14851,139,206.13,14
547946,2011-03-28,12971,36,116.4,3
547947,2011-03-28,15032,1310,2188.5,22
547949,2011-03-28,14021,54,198.899999999999,3
547960,2011-03-28,15644,95,184.57,45
547962,2011-03-28,12957,251,330.51,24
547963,2011-03-28,13037,158,250.42,15
547965,2011-03-28,15809,58,63.42,4
547969,2011-03-28,17238,145,250.76,39
547970,2011-03-28,17238,1,4.95,1
547971,2011-03-28,17917,75,119.55,36
547972,2011-03-28,12557,550,817.5,5
547985,2011-03-29,16455,196,413.7,19
547986,2011-03-29,18177,79,169.05,10
547987,2011-03-29,17428,436,444.52,29
547990,2011-03-29,15589,94,263.58,16
547991,2011-03-29,15589,24,30.0,1
548003,2011-03-29,18044,140,289.25,18
548005,2011-03-29,14128,269,305.54,22
548006,2011-03-29,18226,235,428.05,22
548007,2011-03-29,13769,133,300.75,17
548010,2011-03-29,14646,1070,2527.94,15
548011,2011-03-29,14646,11116,15719.56,89
548012,2011-03-29,17377,118,317.56,13
548013,2011-03-29,17874,48,65.16,4
548014,2011-03-29,17719,437,579.83,39
548016,2011-03-29,16871,36,35.04,2
548017,2011-03-29,16871,203,357.25,21
548033,2011-03-29,14441,108,356.84,13
548038,2011-03-29,15696,140,317.9,18
548144,2011-03-29,13798,164,328.2,2
548148,2011-03-29,17931,164,297.2,50
548150,2011-03-29,17315,144,142.28,19
548151,2011-03-29,13803,121,277.07,17
548152,2011-03-29,17398,182,305.68,19
548153,2011-03-29,15129,368,304.4,13
548154,2011-03-29,17675,173,465.7,21
548156,2011-03-29,14871,38,108.2,20
548157,2011-03-29,14298,920,1518.0,14
548158,2011-03-29,15906,92,341.93,28
548159,2011-03-29,15906,16,69.4,4
548160,2011-03-29,16253,1340,1700.4,53
548169,2011-03-29,14680,1250,2106.46,29
548170,2011-03-29,15290,111,280.85,9
548171,2011-03-29,16422,1215,963.01,14
548172,2011-03-29,15738,253,328.15,13
548176,2011-03-29,13439,242,283.71,54
548177,2011-03-29,12888,52,272.76,4
548178,2011-03-29,14367,321,504.61,27
548185,2011-03-29,15628,173,371.83,22
548186,2011-03-29,13777,254,539.3,8
548188,2011-03-29,13263,174,243.81,52
548189,2011-03-29,16607,163,141.41,11
548190,2011-03-29,17511,42,258.18,3
548192,2011-03-29,17364,137,247.45,23
548196,2011-03-29,16011,63,118.55,8
548197,2011-03-29,13588,48,113.3,8
548198,2011-03-29,16712,133,351.01,52
548199,2011-03-29,16945,222,287.04,20
548202,2011-03-29,16980,370,346.6,9
548208,2011-03-29,14189,224,314.1,18
548210,2011-03-29,14606,132,338.409999999999,40
548211,2011-03-30,14646,1208,1807.04,16
548212,2011-03-30,12456,445,940.17,41
548213,2011-03-30,15521,433,475.69,33
548214,2011-03-30,13720,204,266.2,17
548215,2011-03-30,15674,198,355.12,19
548216,2011-03-30,12971,36,91.8,1
548217,2011-03-30,17616,32,81.6,1
548218,2011-03-30,13999,214,301.48,16
548222,2011-03-30,17306,308,396.599999999999,3
548223,2011-03-30,17306,144,152.64,1
548234,2011-03-30,17594,220,315.0,14
548242,2011-03-30,16218,126,216.3,8
548245,2011-03-30,12823,60,459.0,1
548255,2011-03-30,13078,115,383.07,17
548256,2011-03-30,17775,72,56.4,3
548257,2011-03-30,13802,1104,2161.32,28
548258,2011-03-30,14146,260,662.3,30
548259,2011-03-30,14099,236,244.13,28
548260,2011-03-30,15373,48,176.21,21
548267,2011-03-30,16954,58,180.38,3
548276,2011-03-30,17863,416,481.2,18
548289,2011-03-30,13988,426,631.06,43
548293,2011-03-30,13798,628,1012.6,10
548308,2011-03-30,17220,204,417.75,64
548309,2011-03-30,16657,463,242.55,76
548311,2011-03-30,13728,92,183.0,12
548312,2011-03-30,16059,144,384.45,48
548313,2011-03-30,15353,212,465.37,51
548314,2011-03-30,16949,77,127.789999999999,9
548315,2011-03-30,16019,60,303.32,7
548316,2011-03-30,17929,24,238.799999999999,1
548317,2011-03-30,18179,250,270.26,18
548318,2011-03-30,13113,126,453.05,7
548319,2011-03-30,14180,38,245.2,15
548320,2011-03-30,12709,174,418.7,7
548323,2011-03-30,15424,386,193.5,9
548324,2011-03-30,13316,2048,1622.48,11
548325,2011-03-30,13509,386,313.5,15
548326,2011-03-30,15424,168,189.84,8
548327,2011-03-30,16788,187,297.17,68
548329,2011-03-30,16584,488,611.94,14
548330,2011-03-30,14810,65,136.99,22
548331,2011-03-30,13047,193,427.15,20
548332,2011-03-30,15364,84,331.8,3
548333,2011-03-30,15189,38,132.7,4
548334,2011-03-30,18108,84,271.0,17
548335,2011-03-30,14272,87,132.09,8
548336,2011-03-30,13082,612,435.0,4
548337,2011-03-30,18198,233,284.67,16
548338,2011-03-30,16558,171,174.31,12
548340,2011-03-30,13426,311,306.39,22
548349,2011-03-30,15812,388,519.96,3
548351,2011-03-30,13001,502,850.82,24
548353,2011-03-30,15980,592,760.18,20
548354,2011-03-30,15981,376,600.0,13
548358,2011-03-30,15832,465,836.79,54
548359,2011-03-30,14828,696,493.92,3
548361,2011-03-30,16092,211,310.87,20
548363,2011-03-30,12428,346,558.4,10
548367,2011-03-30,17677,861,1337.78,23
548368,2011-03-30,17677,40,70.92,4
548370,2011-03-30,15528,123,229.33,26
548371,2011-03-30,17757,378,353.7,9
548372,2011-03-30,14572,31,116.45,3
548388,2011-03-30,13268,458,457.42,56
548400,2011-03-30,17400,285,632.8,58
548401,2011-03-31,14479,59,141.85,8
548403,2011-03-31,14794,1,16.95,1
548404,2011-03-31,16398,503,1169.95,63
548405,2011-03-31,17088,355,1015.83,55
548406,2011-03-31,15061,500,872.56,11
548407,2011-03-31,16401,376,306.599999999999,17
548408,2011-03-31,17438,103,388.45,17
548409,2011-03-31,12731,946,1937.06,33
548410,2011-03-31,12731,132,413.4,4
548412,2011-03-31,12601,49,111.0,3
548447,2011-03-31,17315,147,205.75,4
548448,2011-03-31,18041,275,225.49,12
548449,2011-03-31,14911,45,168.4,9
548450,2011-03-31,15856,379,516.29,26
548451,2011-03-31,17365,785,543.6,65
548452,2011-03-31,13060,123,307.53,15
548455,2011-03-31,14790,136,152.16,10
548457,2011-03-31,13468,24,102.4,5
548458,2011-03-31,15632,48,300.6,9
548459,2011-03-31,14890,51,125.65,7
548461,2011-03-31,14527,55,142.51,23
548466,2011-03-31,16386,26,61.1,4
548468,2011-03-31,14818,31,118.25,13
548470,2011-03-31,12782,174,415.52,16
548484,2011-03-31,13571,77,145.27,27
548486,2011-03-31,12909,167,278.65,16
548489,2011-03-31,12619,44,205.98,5
548490,2011-03-31,12909,431,624.8,27
548491,2011-03-31,14064,906,375.349999999999,8
548492,2011-03-31,17841,115,213.0,37
548493,2011-03-31,16839,314,840.38,10
548494,2011-03-31,16698,520,1182.0,4
548496,2011-03-31,12678,2271,3243.13,35
548497,2011-03-31,13089,725,1622.41,57
548498,2011-03-31,16681,246,301.6,12
548499,2011-03-31,17075,60,133.47,16
548500,2011-03-31,17071,148,204.78,22
548501,2011-03-31,15894,53,106.81,3
548506,2011-03-31,18037,2,3.9,2
548507,2011-03-31,13573,10,31.77,3
548509,2011-03-31,14543,64,296.2,5
548510,2011-03-31,17861,255,216.12,34
548511,2011-03-31,14056,86,276.94,27
548512,2011-03-31,14410,40,136.6,15
548520,2011-03-31,13126,431,320.17,19
548521,2011-03-31,17735,626,652.52,41
548529,2011-03-31,18223,217,490.99,24
548530,2011-03-31,17400,4,11.8,2
548531,2011-03-31,14031,216,1170.0,5
548533,2011-03-31,13883,457,980.41,46
548534,2011-03-31,18172,184,269.62,15
548541,2011-03-31,14957,34,58.49,12
548542,2011-03-31,13918,100,198.2,8
548544,2011-03-31,14525,288,353.45,15
548545,2011-03-31,13118,127,423.55,19
548546,2011-03-31,16600,186,111.6,9
548547,2011-03-31,17212,147,226.85,4
548548,2011-03-31,17781,8,102.0,2
548549,2011-03-31,16365,102,120.9,3
548550,2011-04-01,18161,109,244.79,12
548551,2011-04-01,14886,160,364.8,18
548552,2011-04-01,17613,71,239.75,10
548553,2011-04-01,12523,88,138.75,9
548554,2011-04-01,13694,1420,888.199999999999,19
548555,2011-04-01,13758,108,316.9,15
548556,2011-04-01,13694,122,237.899999999999,2
548557,2011-04-01,15018,73,180.09,12
548558,2011-04-01,13626,209,257.23,19
548559,2011-04-01,16214,34,206.7,5
548560,2011-04-01,13468,200,297.12,8
548561,2011-04-01,16609,255,557.53,35
548563,2011-04-01,18118,47,125.63,17
548565,2011-04-01,16180,228,413.88,13
548566,2011-04-01,17288,110,127.3,6
548567,2011-04-01,17965,87,270.1,26
548568,2011-04-01,14543,30,283.21,12
548606,2011-04-01,12731,240,252.0,3
548608,2011-04-01,13462,62,151.5,9
548610,2011-04-01,15860,101,292.85,35
548611,2011-04-01,18230,210,386.22,16
548612,2011-04-01,13137,392,645.91,127
548613,2011-04-01,13694,84,35.28,1
548614,2011-04-01,14419,107,183.46,37
548616,2011-04-01,18263,328,307.599999999999,15
548617,2011-04-01,16592,333,337.51,18
548618,2011-04-01,15197,124,216.75,12
548619,2011-04-01,16592,12,9.95999999999999,1
548621,2011-04-01,16960,95,201.53,45
548622,2011-04-01,13636,153,249.6,16
548623,2011-04-01,13841,100,85.0,1
548627,2011-04-01,16333,3080,1445.6,5
548629,2011-04-01,16333,192,355.2,1
548630,2011-04-01,16333,192,355.2,1
548631,2011-04-01,13184,77,117.4,13
548632,2011-04-01,17701,109,417.95,24
548633,2011-04-01,16333,864,915.84,1
548634,2011-04-01,12877,34,87.1,5
548635,2011-04-01,16333,1432,538.72,2
548636,2011-04-01,15601,215,266.85,21
548640,2011-04-01,17580,6,47.7,1
548641,2011-04-01,16333,312,577.2,1
548642,2011-04-01,17287,120,145.24,15
548643,2011-04-01,14680,100,72.0,1
548644,2011-04-01,15291,288,396.0,2
548645,2011-04-01,17457,114,313.38,2
548648,2011-04-01,12949,909,1534.3,75
548649,2011-04-01,18179,100,210.0,1
548650,2011-04-01,14852,368,490.4,24
548651,2011-04-01,14970,65,444.75,7
548652,2011-04-01,16928,108,135.0,5
548654,2011-04-01,12569,115,348.68,10
548655,2011-04-01,15605,130,312.58,20
548656,2011-04-01,12748,6,16.7,6
548657,2011-04-01,12748,2,8.8,2
548658,2011-04-01,15179,40,102.0,1
548659,2011-04-01,13418,425,362.24,29
548660,2011-04-01,13169,96,505.2,6
548661,2011-04-01,12415,1,350.0,1
548664,2011-04-01,14911,713,1407.19,67
548665,2011-04-01,14854,100,193.08,7
548666,2011-04-01,13124,693,1317.8,89
548668,2011-04-01,16162,4,37.4,2
548669,2011-04-01,15691,72,136.8,2
548670,2011-04-01,15356,122,212.13,60
548673,2011-04-01,13767,128,291.44,11
548686,2011-04-01,15856,553,785.5,24
548687,2011-04-01,14195,736,828.4,5
548696,2011-04-03,17243,48,142.5,7
548697,2011-04-03,15482,184,713.8,6
548698,2011-04-03,18109,86,259.6,29
548700,2011-04-03,13623,19,146.99,10
548701,2011-04-03,17629,219,266.36,35
548702,2011-04-03,17085,151,244.5,27
548703,2011-04-03,16010,103,178.65,48
548704,2011-04-03,17381,1897,937.709999999999,7
548705,2011-04-03,17381,444,189.12,3
548706,2011-04-03,13408,106,231.3,4
548707,2011-04-03,13781,30,127.84,17
548708,2011-04-03,13269,515,704.6,95
548709,2011-04-03,17744,364,280.56,12
548710,2011-04-03,16678,188,282.6,17
548711,2011-04-03,18116,113,201.01,91
548712,2011-04-03,17050,367,687.13,70
548714,2011-04-03,17337,264,467.3,157
548715,2011-04-03,17758,407,583.79,68
548716,2011-04-03,14023,162,273.14,16
548718,2011-04-04,14156,1162,2183.82,14
548725,2011-04-04,12678,1,134.0,1
548726,2011-04-04,13767,146,367.74,12
548728,2011-04-04,13198,835,903.01,67
548730,2011-04-04,17669,234,475.5,7
548732,2011-04-04,16142,422,535.34,37
548733,2011-04-04,17648,169,583.87,36
548734,2011-04-04,13059,35,183.4,8
548735,2011-04-04,15039,181,435.56,33
548736,2011-04-04,13984,408,432.48,1
548737,2011-04-04,12682,297,585.55,27
548739,2011-04-04,15493,106,412.49,58
548740,2011-04-04,13319,216,599.84,27
548741,2011-04-04,16224,79,167.47,14
548742,2011-04-04,14688,266,375.16,26
548743,2011-04-04,14895,181,500.35,18
548744,2011-04-04,17725,159,313.289999999999,15
548745,2011-04-04,12471,350,624.29,27
548746,2011-04-04,12471,40,50.0,1
548747,2011-04-04,15223,115,300.85,12
548749,2011-04-04,13004,448,451.78,31
548757,2011-04-04,17419,144,357.5,18
548768,2011-04-04,17886,93,223.19,16
548780,2011-04-04,13294,317,483.65,32
548792,2011-04-04,14711,126,215.01,44
548796,2011-04-04,15752,340,403.78,54
548801,2011-04-04,15289,333,375.45,19
548806,2011-04-04,13098,168,357.7,8
548807,2011-04-04,16422,1648,2298.0,18
548808,2011-04-04,17774,123,375.0,40
548813,2011-04-04,12744,4,4037.77,4
548820,2011-04-04,12744,1,2053.07,1
548856,2011-04-04,15311,12,25.09,3
548858,2011-04-04,14911,77,264.3,15
548859,2011-04-04,13668,112,221.25,24
548860,2011-04-04,13263,255,406.82,67
548861,2011-04-04,18185,183,304.25,17
548862,2011-04-04,17956,1,12.75,1
548863,2011-04-04,15311,1050,1713.74,45
548864,2011-04-04,15756,45,123.59,39
548865,2011-04-04,14747,84,328.2,18
548867,2011-04-04,14719,188,223.46,40
548868,2011-04-04,13015,187,556.77,32
548869,2011-04-04,17114,20,130.2,16
548870,2011-04-04,14606,58,129.18,42
548871,2011-04-04,14410,78,91.4799999999999,7
548872,2011-04-04,13015,88,108.0,7
548873,2011-04-04,12971,92,214.2,3
548874,2011-04-04,17716,386,786.16,37
548892,2011-04-04,18044,27,124.15,7
548896,2011-04-04,13767,150,297.28,14
548898,2011-04-04,17214,63,160.57,22
548899,2011-04-04,15838,428,825.96,6
548900,2011-04-04,17848,141,174.459999999999,13
548907,2011-04-05,15521,22,505.0,3
548909,2011-04-05,12779,432,705.839999999999,25
548910,2011-04-05,17940,1296,259.2,3
548911,2011-04-05,12951,55,155.19,9
548912,2011-04-05,16586,95,463.95,8
548913,2011-04-05,12669,1,1136.3,1
548916,2011-04-05,14849,377,422.34,26
548917,2011-04-05,16817,70,215.9,12
548918,2011-04-05,16105,330,336.96,13
548919,2011-04-05,13013,355,649.32,31
548920,2011-04-05,13018,441,493.45,31
548940,2011-04-05,15061,96,81.6,1
548942,2011-04-05,15938,84,105.0,3
548952,2011-04-05,15572,207,430.13,52
548955,2011-04-05,12348,269,367.0,5
548968,2011-04-05,12744,1384,2118.74,52
548969,2011-04-05,14646,636,1129.19999999999,9
548970,2011-04-05,14646,700,1155.0,6
548971,2011-04-05,16919,90,184.84,25
548973,2011-04-05,15674,198,355.12,19
548974,2011-04-05,15194,145,335.07,16
548975,2011-04-05,17596,729,354.29,16
548978,2011-04-05,15727,393,784.45,46
548979,2011-04-05,13798,222,382.82,3
548981,2011-04-05,15442,120,594.0,2
